Type_ID,Authorisation_document_reference (EIN),Type_Name,Authorisation_Status,Last_Update,ERA_URL
11-141-0002-5-001-001,DE8020250185,CHA1A1/01,Valid (Germany),2025-08-27,https://eratv.era.europa.eu/Eratv/Home/View/11-141-0002-5-001-001
16-004-0001-2-001-001,DE8020250220,Regio-Shuttle MESA26 ATE,Valid (Germany),2025-08-27,https://eratv.era.europa.eu/Eratv/Home/View/16-004-0001-2-001-001
11-007-0008-5-001-001,FI8020250100,Sr3 1524 mm 2025,Valid (Finland),2025-08-27,https://eratv.era.europa.eu/Eratv/Home/View/11-007-0008-5-001-001
13-122-0001-5-001-001,NL8020210063,new variant of VIRM-2/3 IV EMU,Valid (The Netherlands),2025-08-27,https://eratv.era.europa.eu/Eratv/Home/View/13-122-0001-5-001-001
13-117-0001-5-001-001,NL8020210257,new variant of VIRM-2/3 VI EMU,Valid (The Netherlands),2025-08-27,https://eratv.era.europa.eu/Eratv/Home/View/13-117-0001-5-001-001
13-142-0014-6-001-001,EU8020250184,ICNG-BE (update 1-24),Valid (European Union),2025-08-25,https://eratv.era.europa.eu/Eratv/Home/View/13-142-0014-6-001-001
13-075-0006-4-001-003,EU8020230013,ICx Configuration K3s,Valid (European Union),2025-08-25,https://eratv.era.europa.eu/Eratv/Home/View/13-075-0006-4-001-003
13-201-0008-2-001-001,EU8020250021,Desiro ML 3-Teiler PZB/ETCS3.6 (AUT/GER),Valid (European Union),2025-08-21,https://eratv.era.europa.eu/Eratv/Home/View/13-201-0008-2-001-001
13-075-0006-4-001-001,EU8020230013,ICx Configuration K3s,Valid (European Union),2025-08-21,https://eratv.era.europa.eu/Eratv/Home/View/13-075-0006-4-001-001
13-040-0007-6-001-005,EU8020240128,Velaro MS (DE BE NL) V04,Valid (European Union),2025-08-20,https://eratv.era.europa.eu/Eratv/Home/View/13-040-0007-6-001-005
13-012-0001-8-001-002,CZ8020250138,650 ETCS no AVV,Valid (Czech Republic),2025-08-20,https://eratv.era.europa.eu/Eratv/Home/View/13-012-0001-8-001-002
13-384-0001-1-001-001,RO8020250219,Rama electrica Z2000/ZR2000,Valid (Romania),2025-08-20,https://eratv.era.europa.eu/Eratv/Home/View/13-384-0001-1-001-001
72-017-0001-5-001-001,PL8020250179,PUSiO,Valid (Poland),2025-08-19,https://eratv.era.europa.eu/Eratv/Home/View/72-017-0001-5-001-001
73-135-0001-4-001-002,FR8020240289,MARSUP - WAGON NACELLE NEGATIVE,Valid (France),2025-08-19,https://eratv.era.europa.eu/Eratv/Home/View/73-135-0001-4-001-002
72-002-0021-5-001-001,FR8020250225,DGS 72 NR,Valid (France),2025-08-18,https://eratv.era.europa.eu/Eratv/Home/View/72-002-0021-5-001-001
72-019-0001-1-001-001,PL8020250223,MTW 100.110,Valid (Poland),2025-08-18,https://eratv.era.europa.eu/Eratv/Home/View/72-019-0001-1-001-001
13-152-0003-8-002-001,DK8020250208,GoCollective Desiro S2,Valid (Denmark),2025-08-18,https://eratv.era.europa.eu/Eratv/Home/View/13-152-0003-8-002-001
13-326-0001-2-001-001,PL8020230268,34WEag,Valid (Poland),2025-08-18,https://eratv.era.europa.eu/Eratv/Home/View/13-326-0001-2-001-001
13-040-0006-8-001-001,EU8020240228,Class 374 (ETCS B3 MR1),Valid (European Union),2025-08-18,https://eratv.era.europa.eu/Eratv/Home/View/13-040-0006-8-001-001
13-093-0007-5-001-002,IT8020250137,ETR421 FNM ETCS R1 S1,Valid (Italy),2025-08-14,https://eratv.era.europa.eu/Eratv/Home/View/13-093-0007-5-001-002
13-093-0006-7-001-002,IT8020250136,ETR521 FNM ETCS R1 S1,Valid (Italy),2025-08-14,https://eratv.era.europa.eu/Eratv/Home/View/13-093-0006-7-001-002
13-320-0001-5-001-001,PL8020230187,22WEdg,Valid (Poland),2025-08-13,https://eratv.era.europa.eu/Eratv/Home/View/13-320-0001-5-001-001
72-056-0001-3-001-001,PL8020250212,WM-15Ak.g,Valid (Poland),2025-08-12,https://eratv.era.europa.eu/Eratv/Home/View/72-056-0001-3-001-001
13-018-0002-3-004-001,FR8020250201,TGV 2N2 3UFC ERTMS BL3 Cor,Valid (France),2025-08-12,https://eratv.era.europa.eu/Eratv/Home/View/13-018-0002-3-004-001
13-018-0010-6-005-002,FR8020250160,TGV P-Duplex Tango ERTMS BL 3Cor,Valid (France),2025-08-12,https://eratv.era.europa.eu/Eratv/Home/View/13-018-0010-6-005-002
13-018-0010-6-005-001,FR8020250160,TGV P-Duplex ERTMS BL 3Cor,Valid (France),2025-08-12,https://eratv.era.europa.eu/Eratv/Home/View/13-018-0010-6-005-001
72-056-0002-1-001-001,PL8020250209,WM-15A/KB.g,Valid (Poland),2025-08-12,https://eratv.era.europa.eu/Eratv/Home/View/72-056-0002-1-001-001
72-034-0002-8-001-001,FR8020250182,108-32 275/GSM-R,Valid (France),2025-08-12,https://eratv.era.europa.eu/Eratv/Home/View/72-034-0002-8-001-001
72-002-0019-9-001-001,FR8020250181,SSP230/GSM-R,Valid (France),2025-08-12,https://eratv.era.europa.eu/Eratv/Home/View/72-002-0019-9-001-001
72-055-0001-5-001-001,FR8020250177,109 3X/GSM-R,Valid (France),2025-08-12,https://eratv.era.europa.eu/Eratv/Home/View/72-055-0001-5-001-001
72-002-0017-3-001-001,FR8020250172,B45D / GSM-R,Valid (France),2025-08-12,https://eratv.era.europa.eu/Eratv/Home/View/72-002-0017-3-001-001
13-357-0001-7-001-001,CZ8020250110,ZEMU03,Valid (Czech Republic),2025-08-12,https://eratv.era.europa.eu/Eratv/Home/View/13-357-0001-7-001-001
11-204-0002-1-001-003,EU8020230045,X4-E-Loco-B DE-AT-DK-SE-NO (E32.02),Valid (European Union),2025-08-11,https://eratv.era.europa.eu/Eratv/Home/View/11-204-0002-1-001-003
11-204-0001-3-001-003,EU8020220267,X4-E-Loco-B DE-AT-DK (E32.02),Valid (European Union),2025-08-11,https://eratv.era.europa.eu/Eratv/Home/View/11-204-0001-3-001-003
13-040-0008-4-001-001,EU8020250216,BR407 (D/FR),Valid (European Union),2025-08-08,https://eratv.era.europa.eu/Eratv/Home/View/13-040-0008-4-001-001
51-478-0001-4-001-001,EU8020250068,Za(c)ns 98 m3,Valid (European Union),2025-08-08,https://eratv.era.europa.eu/Eratv/Home/View/51-478-0001-4-001-001
51-485-0001-9-001-001,EU8020250204,Rens (R02A),Valid (European Union),2025-08-06,https://eratv.era.europa.eu/Eratv/Home/View/51-485-0001-9-001-001
77-005-0001-5-001-001,EU8020250205,A 922 Rail Litronic,Valid (European Union),2025-08-06,https://eratv.era.europa.eu/Eratv/Home/View/77-005-0001-5-001-001
11-057-0078-3-001-001,EU8020240216,X4-A_Corridor DE-AT-NL-BE-PL-CZ-SK-HU-RO-BG-RS-HR_Rel.F1.08a,Valid (European Union),2025-08-06,https://eratv.era.europa.eu/Eratv/Home/View/11-057-0078-3-001-001
72-056-0003-9-001-001,PL8020250207,WM-15A/MB.g,Valid (Poland),2025-08-05,https://eratv.era.europa.eu/Eratv/Home/View/72-056-0003-9-001-001
11-112-0001-8-001-001,PL5120200038,E4DCU v1,Valid (Poland),2025-08-05,https://eratv.era.europa.eu/Eratv/Home/View/11-112-0001-8-001-001
11-075-0002-5-001-001,SE5920201001,EuroDual E15 D28 SE-NO,Valid (Sweden),2025-08-01,https://eratv.era.europa.eu/Eratv/Home/View/11-075-0002-5-001-001
72-021-0003-3-001-001,PL8020250203,WM-15A,Valid (Poland),2025-08-01,https://eratv.era.europa.eu/Eratv/Home/View/72-021-0003-3-001-001
72-044-0001-9-001-001,PL8020250202,Harsco – RGH10C2-49 Rail Grinder,Valid (Poland),2025-08-01,https://eratv.era.europa.eu/Eratv/Home/View/72-044-0001-9-001-001
11-270-0001-4-001-001,EU8020250187,ER20,Valid (European Union),2025-08-01,https://eratv.era.europa.eu/Eratv/Home/View/11-270-0001-4-001-001
13-380-0001-9-001-001,PL8020250206,19WEa,Valid (Poland),2025-08-01,https://eratv.era.europa.eu/Eratv/Home/View/13-380-0001-9-001-001
71-135-0001-6-001-001,IT8020220007,DIC-80 US,Valid (Italy),2025-08-01,https://eratv.era.europa.eu/Eratv/Home/View/71-135-0001-6-001-001
13-031-0003-4-001-001,NO8020240273,Class 74 with ETCS-STM,Valid (Norway),2025-08-01,https://eratv.era.europa.eu/Eratv/Home/View/13-031-0003-4-001-001
72-016-0001-7-001-002,EU8020240290,B66_004.00.01,Valid (European Union),2025-08-01,https://eratv.era.europa.eu/Eratv/Home/View/72-016-0001-7-001-002
11-082-0006-2-001-001,EU8020250174,744.1 8010-115 2d SWE NOR,Valid (European Union),2025-07-31,https://eratv.era.europa.eu/Eratv/Home/View/11-082-0006-2-001-001
51-398-0003-0-001-001,EU8020250173,Sgns,Valid (European Union),2025-07-30,https://eratv.era.europa.eu/Eratv/Home/View/51-398-0003-0-001-001
72-066-0001-2-001-001,DE8020250186,BR 745.0 GAF klein,Valid (Germany),2025-07-29,https://eratv.era.europa.eu/Eratv/Home/View/72-066-0001-2-001-001
73-031-0002-3-002-001,IT8020210181,Carro Kgmns_M,Valid (Italy),2025-07-29,https://eratv.era.europa.eu/Eratv/Home/View/73-031-0002-3-002-001
72-068-0001-8-001-001,EU8020250194,Faccnpps (Masterwagen),Valid (European Union),2025-07-29,https://eratv.era.europa.eu/Eratv/Home/View/72-068-0001-8-001-001
72-068-0001-8-002-001,EU8020250194,Faccnpps (Slavewagen),Valid (European Union),2025-07-28,https://eratv.era.europa.eu/Eratv/Home/View/72-068-0001-8-002-001
13-040-0007-6-001-004,EU8020240128,Velaro MS (DE BE NL) V03,Valid (European Union),2025-07-28,https://eratv.era.europa.eu/Eratv/Home/View/13-040-0007-6-001-004
51-028-0005-8-001-001,EU8020250064,Laaers,Valid (European Union),2025-07-28,https://eratv.era.europa.eu/Eratv/Home/View/51-028-0005-8-001-001
51-486-0001-7-001-001,EU8020250066,Laados,Valid (European Union),2025-07-28,https://eratv.era.europa.eu/Eratv/Home/View/51-486-0001-7-001-001
72-008-0005-5-001-001,EU8020250153,S7 PLS 16 4.0 -S V3.2 / DE,Valid (European Union),2025-07-25,https://eratv.era.europa.eu/Eratv/Home/View/72-008-0005-5-001-001
11-079-0014-2-001-001,DE8020230162,TRAXX AC3 VR07 Var. F,Valid (Germany),2025-07-25,https://eratv.era.europa.eu/Eratv/Home/View/11-079-0014-2-001-001
13-040-0007-6-001-001,EU8020240128,Velaro MS (DE BE NL),Valid (European Union),2025-07-23,https://eratv.era.europa.eu/Eratv/Home/View/13-040-0007-6-001-001
13-075-0001-5-001-005,DE5920191000; AT5920221002,ICx Configuration K3s,Valid (European Union),2025-07-23,https://eratv.era.europa.eu/Eratv/Home/View/13-075-0001-5-001-005
31-142-0001-1-001-001,PL8020250069,112A-30ROP,Valid (Poland),2025-07-23,https://eratv.era.europa.eu/Eratv/Home/View/31-142-0001-1-001-001
11-322-0001-3-001-001,RO8020250192,LDE 750 CP,Valid (Romania),2025-07-23,https://eratv.era.europa.eu/Eratv/Home/View/11-322-0001-3-001-001
11-019-0003-1-001-001,DK8020250175,LT MY,Valid (Denmark),2025-07-22,https://eratv.era.europa.eu/Eratv/Home/View/11-019-0003-1-001-001
11-039-0003-9-003-001,FR8020240046,BB79000,Valid (France),2025-07-21,https://eratv.era.europa.eu/Eratv/Home/View/11-039-0003-9-003-001
13-157-0006-0-001-001,DE8020220239,FLIRT3XL EMU4 RSBN,Valid (Germany),2025-07-18,https://eratv.era.europa.eu/Eratv/Home/View/13-157-0006-0-001-001
11-029-0002-2-001-001,PL8020230287,Class 66,Valid (Poland),2025-07-18,https://eratv.era.europa.eu/Eratv/Home/View/11-029-0002-2-001-001
11-026-0018-4-001-001,EU8020250099,ES64U4-H1 ETCS B3R2 BE-DE,Valid (European Union),2025-07-18,https://eratv.era.europa.eu/Eratv/Home/View/11-026-0018-4-001-001
72-005-0001-0-002-001,EU8020250171,R21_003.01.00,Valid (European Union),2025-07-18,https://eratv.era.europa.eu/Eratv/Home/View/72-005-0001-0-002-001
72-005-0001-0-001-001,EU8020250171,R21_003.00.00,Valid (European Union),2025-07-18,https://eratv.era.europa.eu/Eratv/Home/View/72-005-0001-0-001-001
11-026-0019-2-001-001,EU8020250099,ES64U4-H ETCS B3R2 BE-FR-LU-DE,Valid (European Union),2025-07-18,https://eratv.era.europa.eu/Eratv/Home/View/11-026-0019-2-001-001
11-115-0002-9-001-003,DE8020210146,new version of ICE 1 BR 401 IGBT 2. Gen.,Valid (Germany),2025-07-17,https://eratv.era.europa.eu/Eratv/Home/View/11-115-0002-9-001-003
13-179-0004-9-001-001,DE8020240053,BR 430.2 FBL 11.5.1 (BSL3.1),Valid (Germany),2025-07-17,https://eratv.era.europa.eu/Eratv/Home/View/13-179-0004-9-001-001
13-179-0006-4-001-001,DE8020240054,BR 430.0 FBL 11.5.1 (BSL3.1),Valid (Germany),2025-07-16,https://eratv.era.europa.eu/Eratv/Home/View/13-179-0006-4-001-001
13-178-0023-1-001-001,DK8020250165,Mireo Plus B 2-Car ETCS DK,Valid (Denmark),2025-07-15,https://eratv.era.europa.eu/Eratv/Home/View/13-178-0023-1-001-001
16-002-0001-6-001-001,CZ8020250143,Regio-Shuttle 841 GWTR,Valid (Czech Republic),2025-07-15,https://eratv.era.europa.eu/Eratv/Home/View/16-002-0001-6-001-001
13-041-0004-1-001-001,IT8020230047,ATR 220 FSE NFB,Valid (Italy),2025-07-11,https://eratv.era.europa.eu/Eratv/Home/View/13-041-0004-1-001-001
13-319-0001-7-002-001,ES8020240286,Serie 465.2 ASFA Siemens,Valid (Spain),2025-07-11,https://eratv.era.europa.eu/Eratv/Home/View/13-319-0001-7-002-001
51-408-0001-1-001-001,LT8020250163,12-6712,Valid (Lithuania),2025-07-11,https://eratv.era.europa.eu/Eratv/Home/View/51-408-0001-1-001-001
13-319-0001-7-001-001,ES8020240286,Serie 465.2,Valid (Spain),2025-07-11,https://eratv.era.europa.eu/Eratv/Home/View/13-319-0001-7-001-001
11-074-0001-0-001-003,IT8020220203,E494 var.M_FN_FER,Valid (Italy),2025-07-10,https://eratv.era.europa.eu/Eratv/Home/View/11-074-0001-0-001-003
11-235-0001-7-001-001,NO8020240199,Type 93 variant with ETCS-STM (ESC-NO-01 and ESC-NO-02),Valid (Norway),2025-07-10,https://eratv.era.europa.eu/Eratv/Home/View/11-235-0001-7-001-001
13-050-0001-8-001-001,CZ8020250105,661 ETCS,Valid (Czech Republic),2025-07-10,https://eratv.era.europa.eu/Eratv/Home/View/13-050-0001-8-001-001
72-018-0001-3-001-001,PL8020250164,PS-00,Valid (Poland),2025-07-09,https://eratv.era.europa.eu/Eratv/Home/View/72-018-0001-3-001-001
13-022-0001-7-001-001,CZ8020250118,640 ETCS,Valid (Czech Republic),2025-07-09,https://eratv.era.europa.eu/Eratv/Home/View/13-022-0001-7-001-001
11-074-0002-8-001-003,IT8020220204,E494LM var.M_FN_FER,Valid (Italy),2025-07-09,https://eratv.era.europa.eu/Eratv/Home/View/11-074-0002-8-001-003
72-049-0003-4-001-001,DK8020250140,OBW10 BS 20T ETCS,Valid (Denmark),2025-07-07,https://eratv.era.europa.eu/Eratv/Home/View/72-049-0003-4-001-001
11-319-0001-9-001-001,DE8020250167,Re 450,Valid (Germany),2025-07-07,https://eratv.era.europa.eu/Eratv/Home/View/11-319-0001-9-001-001
13-152-0004-6-001-001,DK8020250140,MJ Desiro Serie 1,Valid (Denmark),2025-07-07,https://eratv.era.europa.eu/Eratv/Home/View/13-152-0004-6-001-001
13-049-0001-0-001-001,CZ8020250134,660 ETCS,Valid (Czech Republic),2025-07-07,https://eratv.era.europa.eu/Eratv/Home/View/13-049-0001-0-001-001
13-012-0001-8-001-001,CZ8020250138,650 ETCS,Valid (Czech Republic),2025-07-07,https://eratv.era.europa.eu/Eratv/Home/View/13-012-0001-8-001-001
31-132-0007-9-001-001,EU8020250083,Viaggio C: Afmpz light 230,Valid (European Union),2025-07-04,https://eratv.era.europa.eu/Eratv/Home/View/31-132-0007-9-001-001
13-067-0007-9-001-003,EU8020230292,ET4010,Valid (European Union),2025-07-04,https://eratv.era.europa.eu/Eratv/Home/View/13-067-0007-9-001-003
13-067-0008-7-001-003,EU8020230305,ET4110,Valid (European Union),2025-07-04,https://eratv.era.europa.eu/Eratv/Home/View/13-067-0008-7-001-003
13-169-0005-7-001-001,DE8020250148,LINT41-LNVG-HUXL1_i,Valid (Germany),2025-07-04,https://eratv.era.europa.eu/Eratv/Home/View/13-169-0005-7-001-001
13-067-0006-1-001-003,EU8020230279,ET4010,Valid (European Union),2025-07-03,https://eratv.era.europa.eu/Eratv/Home/View/13-067-0006-1-001-003
13-035-0001-9-001-004,"CZ/EU8020210191, AT/EU8020240025, DE: EU8020220240",EMU 250 PKP (ED 250),Valid (European Union),2025-07-03,https://eratv.era.europa.eu/Eratv/Home/View/13-035-0001-9-001-004
13-302-0001-3-001-001,EU8020240231,B85500 - REGIOLIS 4 caisses - France Allemagne - ETCS catégorie A,Valid (European Union),2025-07-03,https://eratv.era.europa.eu/Eratv/Home/View/13-302-0001-3-001-001
13-098-0001-7-002-001,EU8020240165,Z31500 (STR13100),Valid (European Union),2025-07-03,https://eratv.era.europa.eu/Eratv/Home/View/13-098-0001-7-002-001
13-169-0006-5-001-001,DE8020250126,LINT41-LNVG-HUXL2_i,Valid (Germany),2025-07-02,https://eratv.era.europa.eu/Eratv/Home/View/13-169-0006-5-001-001
13-365-0001-0-001-001,PL8020250157,218McGSM-R,Valid (Poland),2025-07-02,https://eratv.era.europa.eu/Eratv/Home/View/13-365-0001-0-001-001
71-295-0001-8-001-001,DK8020240172,PBR4000D BF550,Valid (Denmark),2025-07-02,https://eratv.era.europa.eu/Eratv/Home/View/71-295-0001-8-001-001
11-022-0009-2-001-001,EU8020250123,TRAXX3 MS CC01C D-A-Pl-Cz-Sk-H-HR-SLO-(SRB)_VR01.5,Valid (European Union),2025-07-02,https://eratv.era.europa.eu/Eratv/Home/View/11-022-0009-2-001-001
11-022-0008-4-001-001,EU8020250123,TRAXX3 MS CC01C D-A-Pl-Cz-Sk-H_VR01.5,Valid (European Union),2025-07-02,https://eratv.era.europa.eu/Eratv/Home/View/11-022-0008-4-001-001
11-022-0007-6-001-001,EU8020250133,TRAXX3 MS CC04A D-A-Pl-Cz-Sk-H_VR01.5,Valid (European Union),2025-07-02,https://eratv.era.europa.eu/Eratv/Home/View/11-022-0007-6-001-001
11-022-0010-0-001-001,EU8020250039,TRAXX3 MS CC21A D-A-L-Pl_VR01.5,Valid (European Union),2025-07-02,https://eratv.era.europa.eu/Eratv/Home/View/11-022-0010-0-001-001
11-022-0011-8-001-001,EU8020250039,TRAXX3 MS CC21A D-A-L-Pl GVL03_VR01.5,Valid (European Union),2025-07-02,https://eratv.era.europa.eu/Eratv/Home/View/11-022-0011-8-001-001
11-022-0012-6-001-001,EU8020250038,TRAXX3 MS CC21A D-(A)-L-Pl_VR01.5,Valid (European Union),2025-07-02,https://eratv.era.europa.eu/Eratv/Home/View/11-022-0012-6-001-001
11-022-0013-4-001-001,EU8020250038,TRAXX3 MS CC21A D-(A)-L-Pl GVL03_VR01.5,Valid (European Union),2025-07-02,https://eratv.era.europa.eu/Eratv/Home/View/11-022-0013-4-001-001
72-002-0039-7-001-001,EU8020250135,DB BR.741.3 ETCS Guardia,Valid (European Union),2025-07-02,https://eratv.era.europa.eu/Eratv/Home/View/72-002-0039-7-001-001
31-143-0001-9-001-001,DE8020250144,BR 996 evb MESA23,Valid (Germany),2025-07-01,https://eratv.era.europa.eu/Eratv/Home/View/31-143-0001-9-001-001
13-379-0001-1-001-001,CH8020240260,RABDe 500,Valid (Switzerland),2025-07-01,https://eratv.era.europa.eu/Eratv/Home/View/13-379-0001-1-001-001
51-354-0004-1-001-001,EU8020250166,Sggmrss 104’,Valid (European Union),2025-07-01,https://eratv.era.europa.eu/Eratv/Home/View/51-354-0004-1-001-001
13-373-0001-4-001-001,PL8020250158,EN57 KD,Valid (Poland),2025-06-30,https://eratv.era.europa.eu/Eratv/Home/View/13-373-0001-4-001-001
11-054-0014-5-001-001,"AT5920231003, DE5920171007, NL5120180033, BE5920201004, IT5920181006",TRAXX2E MS-KH10-D-A-CH-I-NL-B/VR09.3.3,Valid (European Union),2025-06-30,https://eratv.era.europa.eu/Eratv/Home/View/11-054-0014-5-001-001
73-142-0001-0-001-001,CZ8020250120,VP-2.1,Valid (Czech Republic),2025-06-27,https://eratv.era.europa.eu/Eratv/Home/View/73-142-0001-0-001-001
13-314-0007-5-001-001,EU8020250162,CFL 2450 - DD EMU 6 caisses,Valid (European Union),2025-06-27,https://eratv.era.europa.eu/Eratv/Home/View/13-314-0007-5-001-001
73-142-0001-0-002-001,CZ8020250142,VP-3.1,Valid (Czech Republic),2025-06-27,https://eratv.era.europa.eu/Eratv/Home/View/73-142-0001-0-002-001
73-142-0002-8-002-001,CZ8020250142,VP-3.2,Valid (Czech Republic),2025-06-27,https://eratv.era.europa.eu/Eratv/Home/View/73-142-0002-8-002-001
11-054-0017-8-001-001,"AT5920231008, DE5920191045 (DE5120180003), NL5120180039, IT5120120034",TRAXX2E MS-KH-D-A-CH-I-NL/VR09.3.3,Valid (European Union),2025-06-27,https://eratv.era.europa.eu/Eratv/Home/View/11-054-0017-8-001-001
51-367-0001-9-001-002,EU8020200030,Laaers560.3,Valid (European Union),2025-06-27,https://eratv.era.europa.eu/Eratv/Home/View/51-367-0001-9-001-002
11-082-0004-7-001-003,SE8020240115,744.1 8010-115-02 SWE,Valid (Sweden),2025-06-26,https://eratv.era.europa.eu/Eratv/Home/View/11-082-0004-7-001-003
73-142-0002-8-001-001,CZ8020250120,VP-2.2,Valid (Czech Republic),2025-06-26,https://eratv.era.europa.eu/Eratv/Home/View/73-142-0002-8-001-001
71-020-0001-0-001-002,HU8020240322,new version of new variant of EU Series Rail Grinder,Valid (Hungary),2025-06-26,https://eratv.era.europa.eu/Eratv/Home/View/71-020-0001-0-001-002
13-375-0001-9-001-001,DE8020250088,BR 628 evb MESA26,Valid (Germany),2025-06-26,https://eratv.era.europa.eu/Eratv/Home/View/13-375-0001-9-001-001
72-069-0001-6-001-001,DE8020250141,DB BR 711.1,Valid (Germany),2025-06-25,https://eratv.era.europa.eu/Eratv/Home/View/72-069-0001-6-001-001
11-082-0004-7-001-001,SE8020240115,744.1 8010-115 SWE,Valid (Sweden),2025-06-24,https://eratv.era.europa.eu/Eratv/Home/View/11-082-0004-7-001-001
51-108-0001-7-001-001,NL5320160018,new version of T03A Tanoos(1),Valid (The Netherlands),2025-06-24,https://eratv.era.europa.eu/Eratv/Home/View/51-108-0001-7-001-001
17-023-0001-1-001-001,DE8020250147,BR 335 evb MESA23,Valid (Germany),2025-06-23,https://eratv.era.europa.eu/Eratv/Home/View/17-023-0001-1-001-001
13-209-0001-0-003-001,CZ8020250145,845.1/945.1 AC,Valid (Czech Republic),2025-06-23,https://eratv.era.europa.eu/Eratv/Home/View/13-209-0001-0-003-001
11-317-0001-3-001-001,RO8020250151,Locomotiva electrica cu acumulatori LEA PLUG-IN,Valid (Romania),2025-06-19,https://eratv.era.europa.eu/Eratv/Home/View/11-317-0001-3-001-001
72-074-0001-6-001-001,EE8020250155,USP 2000 SWS,Valid (Estonia),2025-06-19,https://eratv.era.europa.eu/Eratv/Home/View/72-074-0001-6-001-001
11-006-0003-8-001-002,ES8020220289,Eurolight diesel ES - Hybrid coupling - Universal bogie (1435),Valid (Spain),2025-06-19,https://eratv.era.europa.eu/Eratv/Home/View/11-006-0003-8-001-002
31-129-0014-1-001-001,DE8020250125,IC2020 AD,Valid (Germany),2025-06-19,https://eratv.era.europa.eu/Eratv/Home/View/31-129-0014-1-001-001
13-018-0020-5-001-001,EU8020240281,TGV31000 - 3UA - ERTMS BL3,Valid (European Union),2025-06-19,https://eratv.era.europa.eu/Eratv/Home/View/13-018-0020-5-001-001
